LMG35	WINRATE	NMATCHES	event	PWINRATE	WML20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500B	LMG35V2	LMAVGV2	COUNTERS3	WINRATE3	WMG35	WMAVG	DPC	HHHWR_SUM	HHHWR_AVG
0.096	0	184	win	50	0.0022	-62717294	3	-10	3050152468	5	5	-17	-2	4	10	-35	-0.187	6	15	188	0	-7	-3.5
-0.096	0	-184	lose	50	-0.0022	62717294	-3	10	3050152468	-5	-5	17	2	-4	-10	35	0.187	-6	-15	-188	0	7	3.5
-0.0607	14	-47	win	75	-0.0037	51525328	15	17	3050198757	15	-4	16	2	2	-7	-74	-0.1551	11	1	-11	0	32	16.0
0.0607	-14	47	lose	25	0.0037	-51525328	-15	-17	3050198757	-15	4	-16	-2	-2	7	74	0.1551	-11	-1	11	0	-32	-16.0
0.1154	4	226	win	50	-0.0317	-132805260	-5	20	3050285208	7	2	-15	0	-2	16	140	0.2878	17	26	219	0	15	7.5
-0.1154	-4	-226	lose	50	0.0317	132805260	5	-20	3050285208	-7	-2	15	0	2	-16	-140	-0.2878	-17	-26	-219	0	-15	-7.5
0.1622	5	97	win	56	-0.0352	-133145117	3	6	3050291453	3	0	0	1	-6	16	232	-0.1205	6	8	186	0	9	4.5
-0.1622	-5	-97	lose	44	0.0352	133145117	-3	-6	3050291453	-3	0	0	-1	6	-16	-232	0.1205	-6	-8	-186	0	-9	-4.5
0.0661	-15	47	win	22	0.0042	-51525328	-19	-25	3050371528	-16	4	-15	-2	-2	7	99	0.088	-13	-2	-10	0	-44	-22.0
-0.0661	15	-47	lose	78	-0.0042	51525328	19	25	3050371528	16	-4	15	2	2	-7	-99	-0.088	13	2	10	0	44	22.0
-0.0177	-1	-24	win	65	-0.0113	25939229	0	2	3050406801	-1	2	-6	0	-1	-2	98	0.012	-10	25	232	0	2	1.0
0.0177	1	24	lose	35	0.0113	-25939229	0	-2	3050406801	1	-2	6	0	1	2	-98	-0.012	10	-25	-232	0	-2	-1.0
0.0316	5	208	win	75	0.002	-12467819	-1	9	3050445400	8	4	-15	-2	1	4	-137	0.199	10	1	-17	0	8	4.0
-0.0316	-5	-208	lose	25	-0.002	12467819	1	-9	3050445400	-8	-4	15	2	-1	-4	137	-0.199	-10	-1	17	0	-8	-4.0
-0.0831	14	-47	win	70	-0.0037	51525328	20	17	3050501207	14	-3	15	2	2	-9	-107	0.2123	12	2	10	0	37	18.5
0.0831	-14	47	lose	30	0.0037	-51525328	-20	-17	3050501207	-14	3	-15	-2	-2	9	107	-0.2123	-12	-2	-10	0	-37	-18.5
-0.0802	-5	-77	win	53	0.0194	133338076	-10	-20	3050580079	-8	-1	3	0	1	-8	-71	-0.4864	-23	-17	-225	0	-30	-15.0
0.0802	5	77	lose	47	-0.0194	-133338076	10	20	3050580079	8	1	-3	0	-1	8	71	0.4864	23	17	225	0	30	15.0
0.0383	13	-31	win	50	-0.0471	1464022	26	20	3050652491	13	-3	23	-1	7	0	-47	-0.2985	7	-11	-40	0	46	23.0
-0.0383	-13	31	lose	50	0.0471	-1464022	-26	-20	3050652491	-13	3	-23	1	-7	0	47	0.2985	-7	11	40	0	-46	-23.0
0.0275	-14	113	win	21	-0.0125	-105896200	-11	-3	3050688922	-11	4	-13	0	-1	4	-3	-0.1232	-16	-4	-80	0	-14	-7.0
-0.0275	14	-113	lose	79	0.0125	105896200	11	3	3050688922	11	-4	13	0	1	-4	3	0.1232	16	4	80	0	14	7.0
-0.1623	-10	0	win	38	0.0342	58853785	-5	-6	3050699660	-6	2	-8	-2	6	-16	-215	-0.1095	-2	9	40	0	-11	-5.5
0.1623	10	0	lose	62	-0.0342	-58853785	5	6	3050699660	6	-2	8	2	-6	16	215	0.1095	2	-9	-40	0	11	5.5
0.0127	20	137	win	67	0.0404	-73519589	5	13	3050739965	24	-5	9	2	3	5	35	0.0197	20	-4	-69	0	18	9.0
-0.0127	-20	-137	lose	33	-0.0404	73519589	-5	-13	3050739965	-24	5	-9	-2	-3	-5	-35	-0.0197	-20	4	69	0	-18	-9.0
-0.1107	17	79	win	53	-0.0653	71169073	15	31	3050737359	33	-2	10	2	1	-11	-48	-0.0861	22	-11	-189	0	46	23.0
0.1107	-17	-79	lose	47	0.0653	-71169073	-15	-31	3050737359	-33	2	-10	-2	-1	11	48	0.0861	-22	11	189	0	-46	-23.0
0.0804	2	208	win	75	0.0131	-88656523	0	18	3050835678	8	3	-9	-2	5	9	-165	0.6713	19	-10	-36	0	18	9.0
-0.0804	-2	-208	lose	25	-0.0131	88656523	0	-18	3050835678	-8	-3	9	2	-5	-9	165	-0.6713	-19	10	36	0	-18	-9.0
-0.0141	13	-113	win	75	0.0128	105896200	25	15	3050852128	11	-4	13	0	1	-2	7	0.2539	15	4	77	0	40	20.0
0.0141	-13	113	lose	25	-0.0128	-105896200	-25	-15	3050852128	-11	4	-13	0	-1	2	-7	-0.2539	-15	-4	-77	0	-40	-20.0
0.0585	22	137	win	75	0.04	-73519589	19	5	3050857164	26	-5	11	3	3	9	88	-0.5449	23	-4	-74	0	24	12.0
-0.0585	-22	-137	lose	25	-0.04	73519589	-19	-5	3050857164	-26	5	-11	-3	-3	-9	-88	0.5449	-23	4	74	0	-24	-12.0
0.1165	-18	-79	win	44	0.0656	-71169073	-2	-19	3050891873	-33	2	-10	-2	-1	11	58	-0.1903	-24	11	184	0	-21	-10.5
-0.1165	18	79	lose	56	-0.0656	71169073	2	19	3050891873	33	-2	10	2	1	-11	-58	0.1903	24	-11	-184	0	21	10.5
0.0352	14	118	win	67	-0.0604	1996838	10	12	3050946374	14	-2	9	-1	6	4	22	-0.2934	7	-2	-48	0	22	11.0
-0.0352	-14	-118	lose	33	0.0604	-1996838	-10	-12	3050946374	-14	2	-9	1	-6	-4	-22	0.2934	-7	2	48	0	-22	-11.0
-0.063	4	0	win	59	-0.0114	76188704	-8	2	3050973393	2	1	-5	0	-4	-6	28	-0.2046	-7	11	19	0	-6	-3.0
0.063	-4	0	lose	41	0.0114	-76188704	8	-2	3050973393	-2	-1	5	0	4	6	-28	0.2046	7	-11	-19	0	6	3.0
-0.0082	14	-113	win	76	0.0122	105896200	18	17	3050968329	12	-4	13	0	1	-2	12	-0.0843	15	3	74	0	35	17.5
0.0082	-14	113	lose	24	-0.0122	-105896200	-18	-17	3050968329	-12	4	-13	0	-1	2	-12	0.0843	-15	-3	-74	0	-35	-17.5
-0.1096	17	79	win	53	-0.0638	71169073	32	22	3051030608	32	-2	9	2	1	-11	-58	-0.2709	19	-12	-181	0	54	27.0
0.1096	-17	-79	lose	47	0.0638	-71169073	-32	-22	3051030608	-32	2	-9	-2	-1	11	58	0.2709	-19	12	181	0	-54	-27.0
0.0802	9	-20	win	70	-0.0177	-59046744	9	25	3051075730	8	-1	5	0	-1	8	67	-0.1501	14	-1	-11	0	34	17.0
-0.0802	-9	20	lose	30	0.0177	59046744	-9	-25	3051075730	-8	1	-5	0	1	-8	-67	0.1501	-14	1	11	0	-34	-17.0
0.2252	0	153	win	38	0.0471	-106724505	17	0	3051154611	-2	-1	1	-1	0	23	107	-0.1064	-1	-15	-218	0	17	8.5
-0.2252	0	-153	lose	62	-0.0471	106724505	-17	0	3051154611	2	1	-1	1	0	-23	-107	0.1064	1	15	218	0	-17	-8.5
-0.2401	-1	-153	win	56	-0.0548	106724505	5	-8	3051250674	0	1	-1	1	0	-25	-150	0.3048	-2	15	228	0	-3	-1.5
0.2401	1	153	lose	44	0.0548	-106724505	-5	8	3051250674	0	-1	1	-1	0	25	150	-0.3048	2	-15	-228	0	3	1.5
-0.2439	-11	-184	win	22	0.0329	121571079	-7	-31	3051244255	-12	-2	8	0	2	-25	-160	0.1912	-14	-6	-154	0	-38	-19.0
0.2439	11	184	lose	78	-0.0329	-121571079	7	31	3051244255	12	2	-8	0	-2	25	160	-0.1912	14	6	154	0	38	19.0
0.113	10	-57	win	50	0.0039	57052638	16	11	3051343554	15	-3	10	1	3	11	215	-0.4541	7	-14	-215	0	27	13.5
-0.113	-10	57	lose	50	-0.0039	-57052638	-16	-11	3051343554	-15	3	-10	-1	-3	-11	-215	0.4541	-7	14	215	0	-27	-13.5
0.2333	1	153	win	40	0.0556	-106724505	5	8	3051377511	-1	-1	1	-1	0	24	146	-0.2573	0	-13	-217	0	13	6.5
-0.2333	-1	-153	lose	60	-0.0556	106724505	-5	-8	3051377511	1	1	-1	1	0	-24	-146	0.2573	0	13	217	0	-13	-6.5
0.029	6	208	win	80	0.0023	-12467819	-4	4	3051413009	10	4	-14	-2	1	4	-130	-0.2666	13	-1	-33	0	0	0.0
-0.029	-6	-208	lose	20	-0.0023	12467819	4	-4	3051413009	-10	-4	14	2	-1	-4	130	0.2666	-13	1	33	0	0	0.0
0.1097	12	-57	win	55	0.0035	57052638	15	5	3051480772	15	-3	10	1	3	10	215	0.5071	8	-13	-213	0	20	10.0
-0.1097	-12	57	lose	45	-0.0035	-57052638	-15	-5	3051480772	-15	3	-10	-1	-3	-10	-215	-0.5071	-8	13	213	0	-20	-10.0
0.1455	-10	16	win	41	0.0451	-69834327	6	-10	3051542593	-18	1	-8	-1	3	15	218	0.8047	-10	3	5	0	-4	-2.0
-0.1455	10	-16	lose	59	-0.0451	69834327	-6	10	3051542593	18	-1	8	1	-3	-15	-218	-0.8047	10	-3	-5	0	4	2.0
-0.218	-4	25	win	62	0.0333	109103260	1	6	3051537415	-2	1	-6	-2	3	-21	-292	0.053	3	-5	-170	0	7	3.5
0.218	4	-25	lose	38	-0.0333	-109103260	-1	-6	3051537415	2	-1	6	2	-3	21	292	-0.053	-3	5	170	0	-7	-3.5
-0.1667	6	75	win	67	0.084	-75168472	9	-3	3051601706	19	-2	-2	1	0	-15	-98	-0.4056	13	-13	-264	0	6	3.0
0.1667	-6	-75	lose	33	-0.084	75168472	-9	3	3051601706	-19	2	2	-1	0	15	98	0.4056	-13	13	264	0	-6	-3.0
-0.1528	10	-16	win	56	-0.0444	69834327	9	3	3051652031	16	-1	8	1	-3	-15	-220	-0.125	7	-3	-4	0	12	6.0
0.1528	-10	16	lose	44	0.0444	-69834327	-9	-3	3051652031	-16	1	-8	-1	3	15	220	0.125	-7	3	4	0	-12	-6.0
0.1429	-8	-75	win	25	-0.0823	75168472	-24	-20	3051683041	-20	2	1	-2	0	13	74	0.2243	-14	14	267	0	-44	-22.0
-0.1429	8	75	lose	75	0.0823	-75168472	24	20	3051683041	20	-2	-1	2	0	-13	-74	-0.2243	14	-14	-267	0	44	22.0
-0.1461	10	-16	win	58	-0.0447	69834327	8	5	3051727030	17	-1	8	1	-3	-15	-208	0.0867	9	-3	-11	0	13	6.5
0.1461	-10	16	lose	42	0.0447	-69834327	-8	-5	3051727030	-17	1	-8	-1	3	15	208	-0.0867	-9	3	11	0	-13	-6.5
-0.0068	-15	14	win	22	0.0328	-18297856	-9	-9	3051731591	-10	8	-32	1	0	0	49	0.7026	-25	-3	-179	0	-18	-9.0
0.0068	15	-14	lose	78	-0.0328	18297856	9	9	3051731591	10	-8	32	-1	0	0	-49	-0.7026	25	3	179	0	18	9.0
-0.1523	6	75	win	60	0.084	-75168472	-5	15	3051759732	18	-2	-2	2	0	-14	-78	0.0984	13	-12	-262	0	10	5.0
0.1523	-6	-75	lose	40	-0.084	75168472	5	-15	3051759732	-18	2	2	-2	0	14	78	-0.0984	-13	12	262	0	-10	-5.0
0.0149	14	-14	win	70	-0.032	18297856	22	29	3051823399	10	-8	31	-1	0	1	-42	-0.0788	22	2	172	0	51	25.5
